1,0,4
1,1,0
1,2,1
1,3,0
1,4,0
1,5,0
1,6,2
1,7,1
1,8,4
1,9,6
1,10,10
1,11,5
1,12,8
1,13,5
1,14,12
1,15,14
1,16,9
1,17,24
1,18,9
1,19,2
1,20,0
1,21,1
1,22,2
1,23,0
2,0,9292
2,1,8685
2,2,7377
2,3,8199
2,4,10582
2,5,11509
2,6,12104
2,7,17497
2,8,22977
2,9,23197
2,10,20428
2,11,17921
2,12,17354
2,13,18980
2,14,20494
2,15,20095
2,16,19514
2,17,18553
2,18,17049
2,19,15868
2,20,14365
2,21,12040
2,22,10343
2,23,9812
3,0,12
3,1,9
3,2,10
3,3,4
3,4,9
3,5,2
3,6,2
3,7,19
3,8,18
3,9,27
3,10,24
3,11,22
3,12,22
3,13,14
3,14,39
3,15,24
3,16,30
3,17,31
3,18,19
3,19,10
3,20,15
3,21,9
3,22,15
3,23,9
4,0,3
4,1,1
4,2,0
4,3,1
4,4,2
4,5,2
4,6,1
4,7,0
4,8,5
4,9,25
4,10,6
4,11,8
4,12,4
4,13,7
4,14,7
4,15,11
4,16,12
4,17,12
4,18,7
4,19,5
4,20,1
4,21,3
4,22,1
4,23,3
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,3
5,8,7
5,9,2
5,10,3
5,11,1
5,12,5
5,13,7
5,14,4
5,15,6
5,16,5
5,17,3
5,18,0
5,19,1
5,20,1
5,21,2
5,22,4
5,23,1
6,0,10342
6,1,8313
6,2,6531
6,3,5059
6,4,5719
6,5,7058
6,6,10281
6,7,17570
6,8,25146
6,9,26649
6,10,23243
6,11,22176
6,12,21571
6,13,22620
6,14,21804
6,15,20198
6,16,18907
6,17,18226
6,18,18461
6,19,17745
6,20,17673
6,21,14372
6,22,11269
6,23,10248
7,0,29327
7,1,31443
7,2,34198
7,3,41651
7,4,41679
7,5,34599
7,6,30224
7,7,33172
7,8,44005
7,9,47908
7,10,47167
7,11,45071
7,12,43690
7,13,46328
7,14,49490
7,15,49875
7,16,49257
7,17,46622
7,18,42294
7,19,36968
7,20,34954
7,21,32684
7,22,30215
7,23,28382
8,0,110
8,1,91
8,2,135
8,3,233
8,4,309
8,5,329
8,6,400
8,7,533
8,8,542
8,9,429
8,10,467
8,11,505
8,12,448
8,13,365
8,14,401
8,15,409
8,16,340
8,17,338
8,18,278
8,19,195
8,20,144
8,21,189
8,22,129
8,23,125
